scope,lo,hi,cover,shift,count,sum,local_mean,residual,residual_rate,z
block,0,1000000,11,12,16377,-1841,-0.1111111111111111,-21.333333333333485,-0.00130263988113412,-0.16774093547043667
block,0,1000000,13,12,16378,-1400,-0.09090909090909091,88.90909090909099,0.005428568256752411,0.6976181937262346
block,0,1000000,17,12,16376,-1112,-0.06666666666666667,-20.26666666666665,-0.0012375834554632786,-0.15872511836663547
block,0,1000000,19,12,16376,-1164,-0.058823529411764705,-200.70588235294122,-0.012256099313198657,-1.5711182152844276
block,0,1000000,5,18,16450,-5400,-0.3333333333333333,83.33333333333303,0.005065856129685899,0.6891473080249616
block,0,1000000,7,18,16451,-3153,-0.2,137.20000000000027,0.008339918545985063,1.0917478458250793
block,0,1000000,11,18,16450,-1840,-0.1111111111111111,-12.222222222222399,-0.0007429922323539453,-0.09588810601623231
block,0,1000000,13,18,16450,-1376,-0.09090909090909091,119.4545454545455,0.007261674495717052,0.9352372388913516
block,0,1000000,17,18,16451,-1107,-0.06666666666666667,-10.266666666666652,-0.0006240755374546625,-0.08022330696251058
block,0,1000000,19,18,16450,-932,-0.058823529411764705,35.64705882352939,0.00216699445735741,0.27841551244208534
block,0,1000000,5,24,16341,-5481,-0.3333333333333333,-34,-0.0020806560186035126,-0.28210829961485423
block,0,1000000,7,24,16341,-3203,-0.2,65.20000000000027,0.003989963894498518,0.5205622420370999
block,0,1000000,11,24,16342,-1790,-0.1111111111111111,25.7777777777776,0.0015773943077822543,0.2029038970377764
block,0,1000000,13,24,16341,-1497,-0.09090909090909091,-11.454545454545496,-0.0007009696747166939,-0.08997888498407748
block,0,1000000,17,24,16341,-1205,-0.06666666666666667,-115.59999999999991,-0.007074230463251938,-0.9063287757613885
block,0,1000000,19,24,16341,-1017,-0.058823529411764705,-55.76470588235293,-0.0034125638505815388,-0.43699128763869566
block,0,1000000,5,32,8195,-2729,-0.3333333333333333,2.666666666666515,0.0003254016676835284,0.03124427952522717
block,0,1000000,7,32,8196,-1618,-0.2,21.200000000000045,0.00258662762323085,0.23900075316411604
block,0,1000000,11,32,8195,-875,-0.1111111111111111,35.55555555555554,0.00433868890244729,0.39521234860275106
block,0,1000000,13,32,8196,-642,-0.09090909090909091,103.09090909090912,0.012578197790496477,1.1434612631489136
block,0,1000000,17,32,8196,-526,-0.06666666666666667,20.399999999999977,0.0024890190336749607,0.22583770014350438
block,0,1000000,19,32,8196,-376,-0.058823529411764705,106.11764705882354,0.012947492320500676,1.1741925335527785
block,0,1000000,5,36,16440,-5460,-0.3333333333333333,20,0.0012165450121654502,0.1654456490020896
block,0,1000000,7,36,16440,-3286,-0.2,2,0.00012165450121654502,0.015920014997934794
block,0,1000000,11,36,16440,-1960,-0.1111111111111111,-133.33333333333348,-0.00811030008110301,-1.0463701596227348
block,0,1000000,13,36,16441,-1535,-0.09090909090909091,-40.36363636363626,-0.0024550596900210606,-0.3161027196717183
block,0,1000000,17,36,16440,-1070,-0.06666666666666667,26,0.0015815085158150852,0.20323087699441922
block,0,1000000,19,36,16441,-971,-0.058823529411764705,-3.882352941176464,-0.00023613849164749493,-0.030330779862103183
block,0,1000000,5,46,8599,-2813,-0.3333333333333333,53.33333333333303,0.00620227158196686,0.6100297492073723
block,0,1000000,7,46,8598,-1648,-0.2,71.60000000000014,0.00832751802744826,0.788095205467282
block,0,1000000,11,46,8599,-1015,-0.1111111111111111,-59.55555555555566,-0.006925869933196378,-0.6462429550654633
block,0,1000000,13,46,8598,-776,-0.09090909090909091,5.636363636363626,0.0006555435725010033,0.06103828828733127
block,0,1000000,17,46,8599,-659,-0.06666666666666667,-85.73333333333335,-0.009970151568011787,-0.9266014702042009
block,0,1000000,19,46,8599,-481,-0.058823529411764705,24.823529411764696,0.002886792581900767,0.2681589105890755
block,0,1000000,5,48,16500,-5472,-0.3333333333333333,28,0.001696969696969697,0.23120239067653575
block,0,1000000,7,48,16501,-3349,-0.2,-48.79999999999973,-0.0029573965214229276,-0.3877297037529254
block,0,1000000,11,48,16500,-1704,-0.1111111111111111,129.33333333333326,0.007838383838383834,1.013131957662161
block,0,1000000,13,48,16500,-1528,-0.09090909090909091,-28,-0.001696969696969697,-0.21888606879176004
block,0,1000000,17,48,16501,-1181,-0.06666666666666667,-80.9333333333334,-0.004904753247277947,-0.6314508401608733
block,0,1000000,19,48,16500,-770,-0.058823529411764705,200.58823529411768,0.012156862745098041,1.5642860162837042
block,0,1000000,5,54,16443,-5555,-0.3333333333333333,-74,-0.0045003953049930065,-0.6120930559487403
block,0,1000000,7,54,16443,-3253,-0.2,35.600000000000364,0.002165055038618279,0.28335041500251124
block,0,1000000,11,54,16444,-1920,-0.1111111111111111,-92.88888888888891,-0.005648801318954568,-0.7288825447544187
block,0,1000000,13,54,16443,-1511,-0.09090909090909091,-16.181818181818244,-0.000984115926644666,-0.12671815787967747
block,0,1000000,17,54,16443,-1047,-0.06666666666666667,49.200000000000045,0.00299215471629265,0.38454026766061644
block,0,1000000,19,54,16443,-1093,-0.058823529411764705,-125.76470588235293,-0.007648525566037397,-0.9824736889027078
block,0,1000000,5,64,8261,-2805,-0.3333333333333333,-51.333333333333485,-0.006213936972925008,-0.5990449567323143
block,0,1000000,7,64,8260,-1692,-0.2,-40,-0.004842615012106538,-0.4491944183807709
block,0,1000000,11,64,8261,-935,-0.1111111111111111,-17.1111111111112,-0.0020713123243083402,-0.18943464841111352
block,0,1000000,13,64,8261,-725,-0.09090909090909091,26,0.003147318726546423,0.2872493793685643
block,0,1000000,17,64,8261,-573,-0.06666666666666667,-22.26666666666665,-0.002695396037606422,-0.24553089480835932
block,0,1000000,19,64,8260,-542,-0.058823529411764705,-56.117647058823536,-0.006793904002278878,-0.618531906313918
block,1000000,2000000,5,2,6702,-2258,-0.3333333333333333,-24,-0.0035810205908683975,-0.31094622678760186
block,1000000,2000000,7,2,6702,-1274,-0.2,66.40000000000009,0.00990749030140258,0.827809204575756
