feature,key,L,eta,split,distinct_h,cell_count,mean_z,std_z
v2,4,2048,0.604574884927078,holdout,8,8,0.013032345502699837,0.09982566044912469
v2,4,4096,0.6595362381022669,train,8,8,-0.0004663170415224911,0.09000215650112872
v2,4,4096,0.6595362381022669,holdout,8,8,0.01970020544982699,0.13980186013109966
v2,4,8192,0.7144975912774558,train,8,8,-0.00007268778589495165,0.12727258387212373
v2,4,8192,0.7144975912774558,holdout,8,8,0.03679940307244128,0.1963276836367887
v2,5,256,0.4396908254015113,train,4,4,-0.004266211604095562,0.009664326904254771
v2,5,256,0.4396908254015113,holdout,4,4,0.006665955631399317,0.02019243140685617
v2,5,512,0.4946521785767002,train,4,4,-0.013787071321212064,0.02058369130404213
v2,5,512,0.4946521785767002,holdout,4,4,-0.0038150526121710293,0.030536965386597944
v2,5,1024,0.5496135317518891,train,4,4,-0.018648330479452056,0.028148421693361583
v2,5,1024,0.5496135317518891,holdout,4,4,-0.0067155393835616455,0.04496929691429006
v2,5,2048,0.604574884927078,train,4,4,-0.025419243449548594,0.038696933078304546
v2,5,2048,0.604574884927078,holdout,4,4,-0.012092649796387231,0.06547427781702968
v2,5,4096,0.6595362381022669,train,4,4,-0.03533196366782007,0.05515231496481681
v2,5,4096,0.6595362381022669,holdout,4,4,-0.017260488754325256,0.09149820000808784
v2,5,8192,0.7144975912774558,train,4,4,-0.04594837239042525,0.08307658112972138
v2,5,8192,0.7144975912774558,holdout,4,4,-0.025450416768035566,0.12303177410010051
v2,6,256,0.4396908254015113,train,2,2,-0.03455631399317406,0.0521883417855259
v2,6,256,0.4396908254015113,holdout,2,2,-0.029436860068259386,0.07179667829453854
v2,6,512,0.4946521785767002,train,2,2,-0.020472856592046427,0.0020299145299145682
v2,6,512,0.4946521785767002,holdout,2,2,-0.024703409983760798,0.04049145299145298
v2,6,1024,0.5496135317518891,train,2,2,-0.028895547945205477,0.001967548834637226
v2,6,1024,0.5496135317518891,holdout,2,2,-0.03590539383561644,0.05834539044251157
v2,6,2048,0.604574884927078,train,2,2,-0.04142254608432794,0.0042418384879724345
v2,6,2048,0.604574884927078,holdout,2,2,-0.051256129435236164,0.0793599656357388
v2,6,4096,0.6595362381022669,train,2,2,-0.056850129757785466,0.009748714814152765
v2,6,4096,0.6595362381022669,holdout,2,2,-0.06847426470588235,0.10838277058087491
v2,6,8192,0.7144975912774558,train,2,2,-0.0819336722608425,0.015158991228070127
v2,6,8192,0.7144975912774558,holdout,2,2,-0.10182105048171436,0.15726425438596497
v2,7,256,0.4396908254015113,train,1,1,-0.07551194539249147,0
v2,7,256,0.4396908254015113,holdout,1,1,-0.06079351535836178,0
