feature,key,L,eta,split,distinct_h,cell_count,mean_z,std_z
gcdPrimorial,1,256,0.4396908254015113,train,53,53,0.0011711958271620841,0.040484048070858696
gcdPrimorial,1,256,0.4396908254015113,holdout,53,53,0.003127213600360615,0.04128175410017621
gcdPrimorial,1,512,0.4946521785767002,train,53,53,-0.003936923338246334,0.04195994803165126
gcdPrimorial,1,512,0.4946521785767002,holdout,53,53,-0.0001567927469974933,0.03686873926459303
gcdPrimorial,1,1024,0.5496135317518891,train,53,53,-0.005809398423365211,0.059269774165440874
gcdPrimorial,1,1024,0.5496135317518891,holdout,53,53,0.000207983329025587,0.05211878039621037
gcdPrimorial,1,2048,0.604574884927078,train,53,53,-0.008616474141817217,0.08424428549631864
gcdPrimorial,1,2048,0.604574884927078,holdout,53,53,0.0003467221054738565,0.07344425330667881
gcdPrimorial,1,4096,0.6595362381022669,train,53,53,-0.013270589867467517,0.11970513764437613
gcdPrimorial,1,4096,0.6595362381022669,holdout,53,53,0.001411829992818437,0.1038813964386024
gcdPrimorial,1,8192,0.7144975912774558,train,53,53,-0.020035862452687347,0.17052866640045167
gcdPrimorial,1,8192,0.7144975912774558,holdout,53,53,0.0032937167284043003,0.14813437112733419
gcdPrimorial,10,256,0.4396908254015113,train,13,13,-0.01064912050406931,0.037557451719848964
gcdPrimorial,10,256,0.4396908254015113,holdout,13,13,0.013651877133105799,0.034081552902272806
gcdPrimorial,10,512,0.4946521785767002,train,13,13,-0.016375960793751563,0.030137898416264332
gcdPrimorial,10,512,0.4946521785767002,holdout,13,13,0.011145881051247503,0.03469109682336849
gcdPrimorial,10,1024,0.5496135317518891,train,13,13,-0.023338711801896735,0.04210877697995425
gcdPrimorial,10,1024,0.5496135317518891,holdout,13,13,0.015880202845100104,0.049595673251417775
gcdPrimorial,10,2048,0.604574884927078,train,13,13,-0.03272798783198048,0.05997181576156611
gcdPrimorial,10,2048,0.604574884927078,holdout,13,13,0.021448718779052696,0.0712095588171641
gcdPrimorial,10,4096,0.6595362381022669,train,13,13,-0.04509083044982699,0.08553144302173268
gcdPrimorial,10,4096,0.6595362381022669,holdout,13,13,0.029366016768698433,0.10128577021086967
gcdPrimorial,10,8192,0.7144975912774558,train,13,13,-0.06089074462317863,0.12078198905758722
gcdPrimorial,10,8192,0.7144975912774558,holdout,13,13,0.039440765384502634,0.14076443652588064
gcdPrimorial,105,256,0.4396908254015113,train,1,1,-0.014931740614334471,0
gcdPrimorial,105,256,0.4396908254015113,holdout,1,1,-0.04628839590443686,0
gcdPrimorial,105,512,0.4946521785767002,train,1,1,-0.04245662510970507,0
gcdPrimorial,105,512,0.4946521785767002,holdout,1,1,-0.056508106017899316,0
gcdPrimorial,105,1024,0.5496135317518891,train,1,1,-0.05800513698630137,0
gcdPrimorial,105,1024,0.5496135317518891,holdout,1,1,-0.08069349315068493,0
gcdPrimorial,105,2048,0.604574884927078,train,1,1,-0.08246541713580226,0
gcdPrimorial,105,2048,0.604574884927078,holdout,1,1,-0.11686397511233863,0
gcdPrimorial,105,4096,0.6595362381022669,train,1,1,-0.11656574394463667,0
gcdPrimorial,105,4096,0.6595362381022669,holdout,1,1,-0.16592776816608998,0
gcdPrimorial,105,8192,0.7144975912774558,train,1,1,-0.1727449461056609,0
gcdPrimorial,105,8192,0.7144975912774558,holdout,1,1,-0.23469432309777186,0
gcdPrimorial,11,256,0.4396908254015113,train,6,6,-0.013794084186575656,0.030567239920412256
gcdPrimorial,11,256,0.4396908254015113,holdout,5,5,0.03732935153583618,0.05904485409603315
gcdPrimorial,11,512,0.4946521785767002,train,6,6,-0.014882482467280972,0.02519569654537173
gcdPrimorial,11,512,0.4946521785767002,holdout,5,5,0.014323445054804415,0.06394178555149577
gcdPrimorial,11,1024,0.5496135317518891,train,6,6,-0.022153253424657533,0.03459568950583475
gcdPrimorial,11,1024,0.5496135317518891,holdout,5,5,0.020697773972602744,0.08967496876589003
gcdPrimorial,11,2048,0.604574884927078,train,6,6,-0.033057039527120254,0.047387524619760216
gcdPrimorial,11,2048,0.604574884927078,holdout,5,5,0.030996669682168042,0.1277511354515765
gcdPrimorial,11,4096,0.6595362381022669,train,6,6,-0.04601895905420992,0.06609683840182556
gcdPrimorial,11,4096,0.6595362381022669,holdout,5,5,0.04447448096885814,0.18372301756714965
gcdPrimorial,11,8192,0.7144975912774558,train,6,6,-0.06269240769237082,0.09245043995739287
gcdPrimorial,11,8192,0.7144975912774558,holdout,5,5,0.05939076692860692,0.2663976903119063
gcdPrimorial,110,256,0.4396908254015113,train,2,2,0.025383959044368604,0.013876668914070474
gcdPrimorial,110,256,0.4396908254015113,holdout,1,1,0.07572525597269625,0
gcdPrimorial,110,512,0.4946521785767002,train,2,2,0.019037490262714743,0.03333333333333332
gcdPrimorial,110,512,0.4946521785767002,holdout,1,1,0.06889758380791998,0
gcdPrimorial,110,1024,0.5496135317518891,train,2,2,0.02632705479452055,0.046918472210579994
gcdPrimorial,110,1024,0.5496135317518891,holdout,1,1,0.09931506849315068,0
gcdPrimorial,110,2048,0.604574884927078,train,2,2,0.03819530830507233,0.06529209621993133
gcdPrimorial,110,2048,0.604574884927078,holdout,1,1,0.14047976215583258,0
gcdPrimorial,110,4096,0.6595362381022669,train,2,2,0.05741782006920416,0.09381704374090546
gcdPrimorial,110,4096,0.6595362381022669,holdout,1,1,0.20155709342560554,0
gcdPrimorial,110,8192,0.7144975912774558,train,2,2,0.08166230452683454,0.13791118421052626
gcdPrimorial,110,8192,0.7144975912774558,holdout,1,1,0.2873396634953232,0
gcdPrimorial,14,256,0.4396908254015113,train,9,9,0.006897042093287828,0.02120214888014659
gcdPrimorial,14,256,0.4396908254015113,holdout,8,8,0.0036262798634812293,0.05146579162854036
gcdPrimorial,14,512,0.4946521785767002,train,9,9,0.0014101844639047903,0.023748007825217535
gcdPrimorial,14,512,0.4946521785767002,holdout,8,8,0.0020963902967870334,0.04143705223781133
gcdPrimorial,14,1024,0.5496135317518891,train,9,9,0.0021879756468797576,0.033622388168584955
gcdPrimorial,14,1024,0.5496135317518891,holdout,8,8,0.0037724743150684935,0.05966414401631423
gcdPrimorial,14,2048,0.604574884927078,train,9,9,0.0036617547612992113,0.04879668806241286
gcdPrimorial,14,2048,0.604574884927078,holdout,8,8,0.005752076747732071,0.08510751508043354
gcdPrimorial,14,4096,0.6595362381022669,train,9,9,0.005466647443291039,0.07257618022312971
gcdPrimorial,14,4096,0.6595362381022669,holdout,8,8,0.011495728806228378,0.12122064087683042
gcdPrimorial,14,8192,0.7144975912774558,train,9,9,0.011828187263269127,0.11024115534820567
gcdPrimorial,14,8192,0.7144975912774558,holdout,8,8,0.017488681286336672,0.17085548270618658
gcdPrimorial,15,256,0.4396908254015113,train,7,7,0.01599829351535836,0.04196656402343157
gcdPrimorial,15,256,0.4396908254015113,holdout,6,6,-0.005866040955631399,0.039945674018887364
gcdPrimorial,15,512,0.4946521785767002,train,7,7,-0.000755455962806145,0.03125920615849575
gcdPrimorial,15,512,0.4946521785767002,holdout,6,6,0.01364857106136426,0.0208820199607211
gcdPrimorial,15,1024,0.5496135317518891,train,7,7,-0.0014065557729941297,0.04397652282164927
gcdPrimorial,15,1024,0.5496135317518891,holdout,6,6,0.01988798515981735,0.02852802619712738
gcdPrimorial,15,2048,0.604574884927078,train,7,7,-0.0004990014717504233,0.06282346303556739
gcdPrimorial,15,2048,0.604574884927078,holdout,6,6,0.028235166609879504,0.03788666541090194
gcdPrimorial,15,4096,0.6595362381022669,train,7,7,0.000563828472565497,0.09473189490504015
gcdPrimorial,15,4096,0.6595362381022669,holdout,6,6,0.04175677623990773,0.05282010863629929
gcdPrimorial,15,8192,0.7144975912774558,train,7,7,0.001816502382747377,0.14611877793120165
gcdPrimorial,15,8192,0.7144975912774558,holdout,6,6,0.06151001970847892,0.07311753704467236
gcdPrimorial,154,256,0.4396908254015113,train,1,1,0.025810580204778156,0
gcdPrimorial,154,256,0.4396908254015113,holdout,1,1,0.008532423208191127,0
gcdPrimorial,154,512,0.4946521785767002,train,1,1,0.025534411542847503,0
gcdPrimorial,154,512,0.4946521785767002,holdout,1,1,0.023268043654429128,0
gcdPrimorial,154,1024,0.5496135317518891,train,1,1,0.03606592465753425,0
gcdPrimorial,154,1024,0.5496135317518891,holdout,1,1,0.03424657534246575,0
gcdPrimorial,154,2048,0.604574884927078,train,1,1,0.051863609487802026,0
gcdPrimorial,154,2048,0.604574884927078,holdout,1,1,0.04632035400813937,0
gcdPrimorial,154,4096,0.6595362381022669,train,1,1,0.07169117647058823,0
gcdPrimorial,154,4096,0.6595362381022669,holdout,1,1,0.0667711937716263,0
gcdPrimorial,154,8192,0.7144975912774558,train,1,1,0.11191980686872616,0
gcdPrimorial,154,8192,0.7144975912774558,holdout,1,1,0.09315666640303034,0
gcdPrimorial,165,256,0.4396908254015113,train,1,1,-0.0253839590443686,0
gcdPrimorial,165,256,0.4396908254015113,holdout,1,1,-0.033276450511945395,0
gcdPrimorial,165,512,0.4946521785767002,train,1,1,0.016166757604051396,0
gcdPrimorial,165,512,0.4946521785767002,holdout,1,1,-0.03958589245104175,0
gcdPrimorial,165,1024,0.5496135317518891,train,1,1,0.023544520547945206,0
gcdPrimorial,165,1024,0.5496135317518891,holdout,1,1,-0.05361729452054795,0
gcdPrimorial,165,2048,0.604574884927078,train,1,1,0.03667660817365794,0
gcdPrimorial,165,2048,0.604574884927078,holdout,1,1,-0.0711511011567649,0
gcdPrimorial,165,4096,0.6595362381022669,train,1,1,0.055471453287197235,0
gcdPrimorial,165,4096,0.6595362381022669,holdout,1,1,-0.09250648788927336,0
gcdPrimorial,165,8192,0.7144975912774558,train,1,1,0.08424029799991055,0
gcdPrimorial,165,8192,0.7144975912774558,holdout,1,1,-0.12870583955807766,0
gcdPrimorial,2,256,0.4396908254015113,train,54,54,0.0002804639110099865,0.043136943692055014
gcdPrimorial,2,256,0.4396908254015113,holdout,53,53,-0.004894069160924722,0.03781917632635642
gcdPrimorial,2,512,0.4946521785767002,train,54,54,0.002965864150275947,0.04215402170964928
gcdPrimorial,2,512,0.4946521785767002,holdout,53,53,0.0026056103773766516,0.039823867797347326
gcdPrimorial,2,1024,0.5496135317518891,train,54,54,0.004368023845763571,0.05969320831486677
gcdPrimorial,2,1024,0.5496135317518891,holdout,53,53,0.003705334065650041,0.05602691086837455
gcdPrimorial,2,2048,0.604574884927078,train,54,54,0.006329323418052079,0.08472475516974712
gcdPrimorial,2,2048,0.604574884927078,holdout,53,53,0.0051320602554022505,0.07891611431667278
gcdPrimorial,2,4096,0.6595362381022669,train,54,54,0.008867783224400873,0.12110051098550036
gcdPrimorial,2,4096,0.6595362381022669,holdout,53,53,0.007419248220930991,0.11132616165877901
gcdPrimorial,2,8192,0.7144975912774558,train,54,54,0.012187857196438466,0.17448763658996932
gcdPrimorial,2,8192,0.7144975912774558,holdout,53,53,0.010758889486586485,0.158737116678889
gcdPrimorial,21,256,0.4396908254015113,train,4,4,0.03743600682593856,0.04119693178094352
gcdPrimorial,21,256,0.4396908254015113,holdout,5,5,-0.0040955631399317415,0.031929109736263575
gcdPrimorial,21,512,0.4946521785767002,train,4,4,0.0129938425602656,0.04450450002322452
gcdPrimorial,21,512,0.4946521785767002,holdout,5,5,-0.00413989867617766,0.03438089963585331
gcdPrimorial,21,1024,0.5496135317518891,train,4,4,0.020039597602739725,0.06219256003339059
gcdPrimorial,21,1024,0.5496135317518891,holdout,5,5,-0.005565068493150685,0.047888855190530336
gcdPrimorial,21,2048,0.604574884927078,train,4,4,0.02906412376494323,0.089182152332441
gcdPrimorial,21,2048,0.604574884927078,holdout,5,5,-0.0059988655190869,0.06673840421975483
gcdPrimorial,21,4096,0.6595362381022669,train,4,4,0.03981942041522491,0.12885614403502746
gcdPrimorial,21,4096,0.6595362381022669,holdout,5,5,-0.00722318339100346,0.0920657755185421
gcdPrimorial,21,8192,0.7144975912774558,train,4,4,0.05371142792401101,0.1739709677501988
gcdPrimorial,21,8192,0.7144975912774558,holdout,5,5,-0.00918773613712778,0.13004592826599456
gcdPrimorial,210,256,0.4396908254015113,train,1,1,-0.09833617747440274,0
gcdPrimorial,210,256,0.4396908254015113,holdout,1,1,-0.003626279863481229,0
gcdPrimorial,210,512,0.4946521785767002,train,1,1,-0.03354224474859261,0
gcdPrimorial,210,512,0.4946521785767002,holdout,1,1,-0.036412977407255985,0
gcdPrimorial,210,1024,0.5496135317518891,train,1,1,-0.0467679794520548,0
gcdPrimorial,210,1024,0.5496135317518891,holdout,1,1,-0.05351027397260274,0
gcdPrimorial,210,2048,0.604574884927078,train,1,1,-0.06386134052597577,0
gcdPrimorial,210,2048,0.604574884927078,holdout,1,1,-0.07995956191896844,0
gcdPrimorial,210,4096,0.6595362381022669,train,1,1,-0.08639705882352941,0
gcdPrimorial,210,4096,0.6595362381022669,holdout,1,1,-0.12375648788927336,0
gcdPrimorial,210,8192,0.7144975912774558,train,1,1,-0.11552512104911802,0
gcdPrimorial,210,8192,0.7144975912774558,holdout,1,1,-0.18790277239096453,0
gcdPrimorial,22,256,0.4396908254015113,train,5,5,0.017534129692832762,0.04302385037677218
gcdPrimorial,22,256,0.4396908254015113,holdout,6,6,-0.018877986348122874,0.04162251905071189
gcdPrimorial,22,512,0.4946521785767002,train,5,5,0.01936989088634946,0.030952018202111506
gcdPrimorial,22,512,0.4946521785767002,holdout,6,6,-0.013774480388498619,0.02586889782335483
gcdPrimorial,22,1024,0.5496135317518891,train,5,5,0.02763270547945206,0.04325725007046783
gcdPrimorial,22,1024,0.5496135317518891,holdout,6,6,-0.019477739726027395,0.036086211572105474
gcdPrimorial,22,2048,0.604574884927078,train,5,5,0.03997218745882715,0.060876119643443485
gcdPrimorial,22,2048,0.604574884927078,holdout,6,6,-0.027665654060599103,0.05290377611592685
gcdPrimorial,22,4096,0.6595362381022669,train,5,5,0.05565527681660899,0.08230893462637469
gcdPrimorial,22,4096,0.6595362381022669,holdout,6,6,-0.039314806805074966,0.07837015179080306
gcdPrimorial,22,8192,0.7144975912774558,train,5,5,0.07958827970263058,0.11596602628804434
gcdPrimorial,22,8192,0.7144975912774558,holdout,6,6,-0.052793946537603,0.10689210245670035
gcdPrimorial,231,256,0.4396908254015113,train,1,1,-0.06143344709897611,0
gcdPrimorial,231,512,0.4946521785767002,train,1,1,-0.04290989868738876,0
gcdPrimorial,231,1024,0.5496135317518891,train,1,1,-0.060894691780821915,0
gcdPrimorial,231,2048,0.604574884927078,train,1,1,-0.08519907737234819,0
gcdPrimorial,231,4096,0.6595362381022669,train,1,1,-0.11964749134948097,0
gcdPrimorial,231,8192,0.7144975912774558,train,1,1,-0.171349340616477,0
gcdPrimorial,3,256,0.4396908254015113,train,27,27,0.003610479079762357,0.03714752090083131
gcdPrimorial,3,256,0.4396908254015113,holdout,26,26,0.00536558151745865,0.045130215479686125
gcdPrimorial,3,512,0.4946521785767002,train,27,27,0.0013206489423870345,0.04462207824252827
gcdPrimorial,3,512,0.4946521785767002,holdout,26,26,0.00009297919542229505,0.05481198775128931
gcdPrimorial,3,1024,0.5496135317518891,train,27,27,0.002501109842719432,0.06316789747832458
gcdPrimorial,3,1024,0.5496135317518891,holdout,26,26,-0.00009467202318229767,0.07702785230397065
gcdPrimorial,3,2048,0.604574884927078,train,27,27,0.004432354457609431,0.08950532115513679
gcdPrimorial,3,2048,0.604574884927078,holdout,26,26,-0.0009199818103760262,0.10776560939731636
gcdPrimorial,3,4096,0.6595362381022669,train,27,27,0.007733403819043953,0.12636678476698526
gcdPrimorial,3,4096,0.6595362381022669,holdout,26,26,-0.0027615118445568267,0.15265428166804124
gcdPrimorial,3,8192,0.7144975912774558,train,27,27,0.010790097995079819,0.17929805535690155
gcdPrimorial,3,8192,0.7144975912774558,holdout,26,26,-0.005227556458417727,0.21516904491733443
gcdPrimorial,30,256,0.4396908254015113,train,7,7,-0.03988907849829352,0.042292913246290004
gcdPrimorial,30,256,0.4396908254015113,holdout,7,7,0.007648707947342762,0.06119070058069622
gcdPrimorial,30,512,0.4946521785767002,train,7,7,-0.03362858257291333,0.03944752107997131
gcdPrimorial,30,512,0.4946521785767002,holdout,7,7,0.00846110678342876,0.06259419570350254
gcdPrimorial,30,1024,0.5496135317518891,train,7,7,-0.0486179060665362,0.05628781351158474
gcdPrimorial,30,1024,0.5496135317518891,holdout,7,7,0.010197529354207436,0.08986839224564121
gcdPrimorial,30,2048,0.604574884927078,train,7,7,-0.06886220310156178,0.08041113762857492
gcdPrimorial,30,2048,0.604574884927078,holdout,7,7,0.011997731038173793,0.12698580975484347
gcdPrimorial,30,4096,0.6595362381022669,train,7,7,-0.09659231339594661,0.11243775285638227
gcdPrimorial,30,4096,0.6595362381022669,holdout,7,7,0.013918067226890754,0.18056669070626125
gcdPrimorial,30,8192,0.7144975912774558,train,7,7,-0.13508575036577586,0.1586325084259879
gcdPrimorial,30,8192,0.7144975912774558,holdout,7,7,0.020612871550566483,0.252860450025959
gcdPrimorial,33,256,0.4396908254015113,train,2,2,-0.009492320819112627,0.0013575002198547195
gcdPrimorial,33,256,0.4396908254015113,holdout,3,3,-0.0012087599544937423,0.035857332993840085
gcdPrimorial,33,512,0.4946521785767002,train,2,2,-0.028027416220107827,0.036217948717948686
gcdPrimorial,33,512,0.4946521785767002,holdout,3,3,-0.015159482986976546,0.015079880000238209
gcdPrimorial,33,1024,0.5496135317518891,train,2,2,-0.03825984589041096,0.05198869420752977
gcdPrimorial,33,1024,0.5496135317518891,holdout,3,3,-0.020797659817351596,0.019309524229122604
gcdPrimorial,33,2048,0.604574884927078,train,2,2,-0.05395182216849679,0.07168170103092783
gcdPrimorial,33,2048,0.604574884927078,holdout,3,3,-0.029386847542868782,0.029141338755320698
gcdPrimorial,33,4096,0.6595362381022669,train,2,2,-0.07888192041522492,0.09549917492452399
gcdPrimorial,33,4096,0.6595362381022669,holdout,3,3,-0.04406358131487889,0.04182644900093439
gcdPrimorial,33,8192,0.7144975912774558,train,2,2,-0.12196041302702186,0.12094298245614042
gcdPrimorial,33,8192,0.7144975912774558,holdout,3,3,-0.056832156865102984,0.05319142406052393
gcdPrimorial,330,256,0.4396908254015113,holdout,1,1,-0.03967576791808874,0
gcdPrimorial,330,512,0.4946521785767002,holdout,1,1,0.02069949338088824,0
gcdPrimorial,330,1024,0.5496135317518891,holdout,1,1,0.02889554794520548,0
gcdPrimorial,330,2048,0.604574884927078,holdout,1,1,0.043358888751881264,0
gcdPrimorial,330,4096,0.6595362381022669,holdout,1,1,0.0625,0
gcdPrimorial,330,8192,0.7144975912774558,holdout,1,1,0.08997778723322249,0
gcdPrimorial,35,256,0.4396908254015113,train,3,3,0.0039106939704209335,0.00032583729344111493
gcdPrimorial,35,256,0.4396908254015113,holdout,1,1,0.03732935153583618,0
gcdPrimorial,35,512,0.4946521785767002,train,3,3,-0.00015109119256123219,0.04720650819489211
gcdPrimorial,35,512,0.4946521785767002,holdout,1,1,0.026138776313092447,0
gcdPrimorial,35,1024,0.5496135317518891,train,3,3,-0.0009275114155251167,0.06624220360099423
gcdPrimorial,35,1024,0.5496135317518891,holdout,1,1,0.03488869863013699,0
gcdPrimorial,35,2048,0.604574884927078,train,3,3,-0.0020502451774094426,0.09345156238777047
gcdPrimorial,35,2048,0.604574884927078,holdout,1,1,0.04966149429725111,0
gcdPrimorial,35,4096,0.6595362381022669,train,3,3,-0.0044694348327566314,0.13209262998930846
gcdPrimorial,35,4096,0.6595362381022669,holdout,1,1,0.07390787197231834,0
gcdPrimorial,35,8192,0.7144975912774558,train,3,3,-0.0025973768826479393,0.1914424974197461
gcdPrimorial,35,8192,0.7144975912774558,holdout,1,1,0.10738408902887825,0
gcdPrimorial,385,256,0.4396908254015113,holdout,1,1,0.06975255972696245,0
gcdPrimorial,385,512,0.4946521785767002,holdout,1,1,0.050464458315450156,0
gcdPrimorial,385,1024,0.5496135317518891,holdout,1,1,0.0720248287671233,0
gcdPrimorial,385,2048,0.604574884927078,holdout,1,1,0.10220851884418955,0
gcdPrimorial,385,4096,0.6595362381022669,holdout,1,1,0.15014057093425606,0
gcdPrimorial,385,8192,0.7144975912774558,holdout,1,1,0.2191488286210278,0
gcdPrimorial,42,256,0.4396908254015113,train,5,5,-0.008660409556313994,0.03712235392155875
gcdPrimorial,42,256,0.4396908254015113,holdout,4,4,-0.024850682593856654,0.02352258989232477
gcdPrimorial,42,512,0.4946521785767002,train,5,5,0.017798542483712664,0.010007097160089967
gcdPrimorial,42,512,0.4946521785767002,holdout,4,4,-0.016582258383594804,0.029749589799489336
gcdPrimorial,42,1024,0.5496135317518891,train,5,5,0.02474315068493151,0.013361377187870256
gcdPrimorial,42,1024,0.5496135317518891,holdout,4,4,-0.024052868150684928,0.04135661109991696
gcdPrimorial,42,2048,0.604574884927078,train,5,5,0.03511234703830109,0.0174427189440473
gcdPrimorial,42,2048,0.604574884927078,holdout,4,4,-0.03318359787140477,0.05853182086567199
gcdPrimorial,42,4096,0.6595362381022669,train,5,5,0.049199826989619375,0.024037498423635725
gcdPrimorial,42,4096,0.6595362381022669,holdout,4,4,-0.04814554498269896,0.08464992685366317
gcdPrimorial,42,8192,0.7144975912774558,train,5,5,0.0664308212851572,0.03672280534061733
gcdPrimorial,42,8192,0.7144975912774558,holdout,4,4,-0.06862696158966487,0.11287366383668854
gcdPrimorial,462,256,0.4396908254015113,holdout,1,1,-0.07103242320819113,0
gcdPrimorial,462,512,0.4946521785767002,holdout,1,1,-0.04109680437665401,0
gcdPrimorial,462,1024,0.5496135317518891,holdout,1,1,-0.05918236301369863,0
gcdPrimorial,462,2048,0.604574884927078,holdout,1,1,-0.0866418424971919,0
gcdPrimorial,462,4096,0.6595362381022669,holdout,1,1,-0.12413494809688581,0
gcdPrimorial,462,8192,0.7144975912774558,holdout,1,1,-0.16367351042596512,0
gcdPrimorial,5,256,0.4396908254015113,train,13,13,-0.007958125492255184,0.03141939877134364
gcdPrimorial,5,256,0.4396908254015113,holdout,14,14,-0.012707215992198928,0.045017491220309715
gcdPrimorial,5,512,0.4946521785767002,train,13,13,0.008333260389723094,0.03531619112432301
gcdPrimorial,5,512,0.4946521785767002,holdout,14,14,-0.0014569507854118352,0.04636046171389417
gcdPrimorial,5,1024,0.5496135317518891,train,13,13,0.011146601685985247,0.04971709878377029
gcdPrimorial,5,1024,0.5496135317518891,holdout,14,14,-0.0019569471624266135,0.06562856924914033
gcdPrimorial,5,2048,0.604574884927078,train,13,13,0.015519947112184889,0.06996619761695715
gcdPrimorial,5,2048,0.604574884927078,holdout,14,14,-0.002598062010526772,0.09352002473038667
gcdPrimorial,5,4096,0.6595362381022669,train,13,13,0.02210873036997604,0.09857275337598687
gcdPrimorial,5,4096,0.6595362381022669,holdout,14,14,-0.002927273850716759,0.1331880062006486
gcdPrimorial,5,8192,0.7144975912774558,train,13,13,0.02775704250710351,0.14139958807697817
gcdPrimorial,5,8192,0.7144975912774558,holdout,14,14,-0.001201771393463978,0.19191549741409442
gcdPrimorial,55,256,0.4396908254015113,train,1,1,-0.016638225255972697,0
gcdPrimorial,55,256,0.4396908254015113,holdout,1,1,0.045648464163822525,0
gcdPrimorial,55,512,0.4946521785767002,train,1,1,0.0003021823851224681,0
gcdPrimorial,55,512,0.4946521785767002,holdout,1,1,0.014655845678439135,0
gcdPrimorial,55,1024,0.5496135317518891,train,1,1,-0.001605308219178082,0
gcdPrimorial,55,1024,0.5496135317518891,holdout,1,1,0.019798801369863013,0
gcdPrimorial,55,2048,0.604574884927078,train,1,1,-0.006226670538799076,0
gcdPrimorial,55,2048,0.604574884927078,holdout,1,1,0.027032862339176424,0
gcdPrimorial,55,4096,0.6595362381022669,train,1,1,-0.012489186851211073,0
gcdPrimorial,55,4096,0.6595362381022669,holdout,1,1,0.03373702422145329,0
gcdPrimorial,55,8192,0.7144975912774558,train,1,1,-0.0239578942309916,0
gcdPrimorial,55,8192,0.7144975912774558,holdout,1,1,0.03035441938975151,0
gcdPrimorial,6,256,0.4396908254015113,train,26,26,0.004906143344709897,0.04738161472868138
gcdPrimorial,6,256,0.4396908254015113,holdout,27,27,0.0049061433447098995,0.039130004256814586
gcdPrimorial,6,512,0.4946521785767002,train,26,26,0.0008484351582284268,0.03790738193303438
gcdPrimorial,6,512,0.4946521785767002,holdout,27,27,-0.0007106882020472634,0.04183737965523495
gcdPrimorial,6,1024,0.5496135317518891,train,26,26,0.0010455084299262386,0.053856961748218586
gcdPrimorial,6,1024,0.5496135317518891,holdout,27,27,-0.0009195839675291728,0.05963872895286255
gcdPrimorial,6,2048,0.604574884927078,train,26,26,0.0023977938613293152,0.07603758978411027
gcdPrimorial,6,2048,0.604574884927078,holdout,27,27,-0.0015440118002713248,0.08391892031116685
gcdPrimorial,6,4096,0.6595362381022669,train,26,26,0.004240001996273623,0.10798910952220923
gcdPrimorial,6,4096,0.6595362381022669,holdout,27,27,-0.0023668781237985385,0.11791960935431929
gcdPrimorial,6,8192,0.7144975912774558,train,26,26,0.005974563242692488,0.15292654676929163
gcdPrimorial,6,8192,0.7144975912774558,holdout,27,27,-0.003174571745458574,0.16891864311275978
gcdPrimorial,66,256,0.4396908254015113,train,3,3,0.007750284414106942,0.026459398393466286
gcdPrimorial,66,256,0.4396908254015113,holdout,2,2,0.029863481228668942,0.019910003224535896
gcdPrimorial,66,512,0.4946521785767002,train,3,3,0.012993842560265624,0.02015977798498359
gcdPrimorial,66,512,0.4946521785767002,holdout,2,2,0.025458865946566926,0.004594017094017057
gcdPrimorial,66,1024,0.5496135317518891,train,3,3,0.016766552511415525,0.029569514654127632
gcdPrimorial,66,1024,0.5496135317518891,holdout,2,2,0.037617722602739725,0.004162122534809515
gcdPrimorial,66,2048,0.604574884927078,train,3,3,0.02293237198435752,0.04431267969532474
gcdPrimorial,66,2048,0.604574884927078,holdout,2,2,0.05247108954036776,0.004510309278350468
gcdPrimorial,66,4096,0.6595362381022669,train,3,3,0.03144824106113033,0.06433544865200887
gcdPrimorial,66,4096,0.6595362381022669,holdout,2,2,0.07966587370242215,0.002026203471176849
gcdPrimorial,66,8192,0.7144975912774558,train,3,3,0.04266934560449517,0.0906517892093841
gcdPrimorial,66,8192,0.7144975912774558,holdout,2,2,0.11321849531005,0.005071271929824424
gcdPrimorial,7,256,0.4396908254015113,train,8,8,0.004772824232081911,0.02481798113820156
gcdPrimorial,7,256,0.4396908254015113,holdout,11,11,0.007911883338504499,0.02289657416565911
gcdPrimorial,7,512,0.4946521785767002,train,8,8,0.007535673228991266,0.04031506158259412
gcdPrimorial,7,512,0.4946521785767002,holdout,11,11,-0.002280103451378532,0.019670826270702903
gcdPrimorial,7,1024,0.5496135317518891,train,8,8,0.010648544520547944,0.056894482683484
gcdPrimorial,7,1024,0.5496135317518891,holdout,11,11,-0.002685242839352429,0.028166720693168643
gcdPrimorial,7,2048,0.604574884927078,train,8,8,0.01505411505264529,0.08149774390998958
gcdPrimorial,7,2048,0.604574884927078,holdout,11,11,-0.0037415248692118444,0.03998931086997105
gcdPrimorial,7,4096,0.6595362381022669,train,8,8,0.02233591046712803,0.11609943974481232
gcdPrimorial,7,4096,0.6595362381022669,holdout,11,11,-0.007628184963825102,0.057444965929796546
gcdPrimorial,7,8192,0.7144975912774558,train,8,8,0.031202443558526426,0.1724847773995478
gcdPrimorial,7,8192,0.7144975912774558,holdout,11,11,-0.01621862742733499,0.08087784497424859
gcdPrimorial,70,256,0.4396908254015113,train,2,2,-0.0008532423208191132,0.03770833944040889
gcdPrimorial,70,256,0.4396908254015113,holdout,3,3,-0.02332195676905575,0.05722822464498308
gcdPrimorial,70,512,0.4946521785767002,train,2,2,-0.03074705768620991,0.013141025641025665
gcdPrimorial,70,512,0.4946521785767002,holdout,3,3,-0.009418017669649876,0.01145141004092467
